,MSRDT_DE,MSRRGN_NM,MSRSTE_NM,PM10,PM25,O3,NO2,CO,SO2
0,20190101,도심권,중구,38.0,26.0,0.019,0.032,0.6,0.003
1,20190101,도심권,종로구,35.0,22.0,0.016,0.033,0.7,0.004
2,20190101,도심권,용산구,31.0,25.0,0.013,0.033,0.6,0.003
3,20190101,서북권,은평구,34.0,23.0,0.019,0.024,0.9,0.005
4,20190101,서북권,서대문구,38.0,27.0,0.016,0.028,1.0,0.005
5,20190101,서북권,마포구,42.0,18.0,0.014,0.022,0.5,0.003
6,20190101,동북권,광진구,37.0,26.0,0.01,0.036,1.1,0.004
7,20190101,동북권,성동구,46.0,29.0,0.015,0.033,0.6,0.003
8,20190101,동북권,중랑구,36.0,26.0,0.012,0.032,0.7,0.007
9,20190101,동북권,동대문구,37.0,31.0,0.015,0.033,0.8,0.007
10,20190101,동북권,성북구,38.0,21.0,0.014,0.038,0.8,0.004
11,20190101,동북권,도봉구,36.0,25.0,0.018,0.026,1.2,0.004
12,20190101,동북권,강북구,46.0,29.0,0.019,0.026,0.6,0.003
13,20190101,동북권,노원구,44.0,32.0,0.013,0.033,0.7,0.005
14,20190101,서남권,강서구,47.0,25.0,0.017,0.03,0.6,0.005
15,20190101,서남권,구로구,34.0,18.0,0.016,0.028,0.4,0.006
16,20190101,서남권,영등포구,40.0,28.0,0.015,0.023,0.7,0.004
17,20190101,서남권,동작구,43.0,28.0,0.015,0.034,0.5,0.003
18,20190101,서남권,관악구,41.0,29.0,0.016,0.036,0.5,0.005
19,20190101,서남권,금천구,34.0,25.0,0.014,0.034,0.6,0.004
20,20190101,서남권,양천구,46.0,29.0,0.014,0.033,0.6,0.002
21,20190101,동남권,강남구,37.0,31.0,0.012,0.028,0.6,0.005
22,20190101,동남권,서초구,37.0,20.0,0.015,0.032,0.4,0.004
23,20190101,동남권,송파구,44.0,28.0,0.011,0.042,0.8,0.004
24,20190101,동남권,강동구,43.0,32.0,0.01,0.04,0.8,0.005
0,20190102,도심권,중구,31.0,21.0,0.017,0.034,0.5,0.004
1,20190102,도심권,종로구,31.0,19.0,0.014,0.034,0.7,0.004
2,20190102,도심권,용산구,24.0,18.0,0.013,0.034,0.5,0.003
3,20190102,서북권,은평구,29.0,19.0,0.018,0.026,1.0,0.005
4,20190102,서북권,서대문구,32.0,22.0,0.013,0.03,1.0,0.005
5,20190102,서북권,마포구,38.0,18.0,0.009,0.029,0.6,0.003
6,20190102,동북권,광진구,31.0,20.0,0.007,0.039,1.1,0.004
7,20190102,동북권,성동구,39.0,24.0,0.011,0.038,0.6,0.003
8,20190102,동북권,중랑구,28.0,21.0,0.012,0.031,0.6,0.007
9,20190102,동북권,동대문구,30.0,24.0,0.014,0.033,0.7,0.007
10,20190102,동북권,성북구,32.0,17.0,0.01,0.046,0.9,0.004
11,20190102,동북권,도봉구,29.0,21.0,0.017,0.027,1.1,0.004
12,20190102,동북권,강북구,36.0,23.0,0.017,0.029,0.6,0.003
13,20190102,동북권,노원구,36.0,26.0,0.011,0.037,0.7,0.006
14,20190102,서남권,강서구,41.0,23.0,0.015,0.036,0.6,0.006
15,20190102,서남권,구로구,32.0,15.0,0.014,0.034,0.4,0.006
16,20190102,서남권,영등포구,37.0,25.0,0.013,0.029,0.8,0.005
17,20190102,서남권,동작구,34.0,23.0,0.011,0.041,0.6,0.004
18,20190102,서남권,관악구,36.0,25.0,0.013,0.045,0.5,0.006
19,20190102,서남권,금천구,33.0,24.0,0.011,0.041,0.6,0.005
20,20190102,서남권,양천구,40.0,24.0,0.012,0.039,0.6,0.003
21,20190102,동남권,강남구,31.0,25.0,0.01,0.032,0.6,0.006
22,20190102,동남권,서초구,26.0,11.0,0.014,0.035,0.3,0.004
23,20190102,동남권,송파구,37.0,21.0,0.009,0.042,0.7,0.004
24,20190102,동남권,강동구,34.0,25.0,0.009,0.04,0.6,0.005
0,20190103,도심권,중구,35.0,21.0,0.008,0.046,0.6,0.004
1,20190103,도심권,종로구,36.0,21.0,0.007,0.048,0.8,0.005
2,20190103,도심권,용산구,29.0,20.0,0.005,0.046,0.6,0.004
3,20190103,서북권,은평구,34.0,19.0,0.01,0.034,0.8,0.005
4,20190103,서북권,서대문구,38.0,23.0,0.009,0.034,1.1,0.006
5,20190103,서북권,마포구,38.0,19.0,0.007,0.029,0.6,0.002
6,20190103,동북권,광진구,43.0,27.0,0.003,0.05,1.3,0.005
7,20190103,동북권,성동구,45.0,27.0,0.006,0.045,0.6,0.004
8,20190103,동북권,중랑구,36.0,25.0,0.006,0.04,0.7,0.007
9,20190103,동북권,동대문구,36.0,29.0,0.006,0.047,0.8,0.008
10,20190103,동북권,성북구,42.0,19.0,0.005,0.053,0.9,0.005
11,20190103,동북권,도봉구,40.0,25.0,0.007,0.039,1.0,0.004
12,20190103,동북권,강북구,45.0,28.0,0.01,0.038,0.7,0.003
13,20190103,동북권,노원구,49.0,33.0,0.005,0.049,0.9,0.006
14,20190103,서남권,강서구,44.0,20.0,0.009,0.042,0.6,0.006
15,20190103,서남권,구로구,32.0,13.0,0.011,0.037,0.4,0.007
16,20190103,서남권,영등포구,39.0,23.0,0.009,0.034,0.8,0.005
17,20190103,서남권,동작구,33.0,21.0,0.009,0.046,0.6,0.004
18,20190103,서남권,관악구,37.0,23.0,0.01,0.049,0.5,0.006
19,20190103,서남권,금천구,31.0,21.0,0.008,0.046,0.6,0.005
20,20190103,서남권,양천구,39.0,21.0,0.01,0.042,0.6,0.003
21,20190103,동남권,강남구,40.0,30.0,0.004,0.043,0.8,0.006
22,20190103,동남권,서초구,30.0,12.0,0.007,0.041,0.4,0.005
23,20190103,동남권,송파구,51.0,29.0,0.004,0.055,0.9,0.005
24,20190103,동남권,강동구,48.0,35.0,0.004,0.053,0.8,0.006
0,20190104,도심권,중구,55.0,37.0,0.003,0.068,1.0,0.006
1,20190104,도심권,종로구,56.0,36.0,0.003,0.068,1.3,0.005
2,20190104,도심권,용산구,50.0,40.0,0.002,0.064,1.0,0.006
3,20190104,서북권,은평구,54.0,34.0,0.005,0.054,1.0,0.006
4,20190104,서북권,서대문구,57.0,42.0,0.003,0.05,1.4,0.007
5,20190104,서북권,마포구,67.0,41.0,0.003,0.047,1.1,0.004
6,20190104,동북권,광진구,59.0,40.0,0.002,0.057,1.4,0.005
7,20190104,동북권,성동구,73.0,46.0,0.003,0.057,1.0,0.005
8,20190104,동북권,중랑구,51.0,37.0,0.003,0.053,0.9,0.008
9,20190104,동북권,동대문구,59.0,49.0,0.004,0.06,1.1,0.008
10,20190104,동북권,성북구,54.0,33.0,0.003,0.069,1.3,0.006
11,20190104,동북권,도봉구,55.0,40.0,0.005,0.05,1.0,0.005
12,20190104,동북권,강북구,66.0,43.0,0.004,0.053,0.9,0.004
13,20190104,동북권,노원구,63.0,47.0,0.003,0.062,1.1,0.008
14,20190104,서남권,강서구,73.0,39.0,0.004,0.071,1.2,0.007
15,20190104,서남권,구로구,62.0,35.0,0.004,0.056,0.8,0.009
16,20190104,서남권,영등포구,67.0,48.0,0.006,0.047,1.1,0.005
17,20190104,서남권,동작구,54.0,40.0,0.005,0.065,1.0,0.005
18,20190104,서남권,관악구,63.0,44.0,0.005,0.073,1.1,0.007
19,20190104,서남권,금천구,43.0,33.0,0.004,0.059,0.9,0.006
20,20190104,서남권,양천구,68.0,42.0,0.003,0.073,1.2,0.004
21,20190104,동남권,강남구,58.0,48.0,0.004,0.05,0.9,0.006
22,20190104,동남권,서초구,56.0,30.0,0.004,0.045,0.8,0.006
23,20190104,동남권,송파구,63.0,40.0,0.004,0.063,1.1,0.006
24,20190104,동남권,강동구,60.0,45.0,0.003,0.06,0.9,0.006
0,20190105,도심권,중구,63.0,41.0,0.022,0.028,0.6,0.005
1,20190105,도심권,종로구,62.0,37.0,0.02,0.027,0.7,0.004
2,20190105,도심권,용산구,61.0,43.0,0.014,0.032,0.6,0.005
3,20190105,서북권,은평구,68.0,41.0,0.02,0.024,0.8,0.006
4,20190105,서북권,서대문구,68.0,45.0,0.017,0.024,0.8,0.004
5,20190105,서북권,마포구,70.0,39.0,0.013,0.024,0.6,0.003
6,20190105,동북권,광진구,68.0,47.0,0.013,0.032,0.7,0.004
7,20190105,동북권,성동구,77.0,47.0,0.018,0.03,0.6,0.004
8,20190105,동북권,중랑구,65.0,47.0,0.017,0.028,0.7,0.007
9,20190105,동북권,동대문구,64.0,48.0,0.019,0.024,0.8,0.008
10,20190105,동북권,성북구,63.0,38.0,0.021,0.029,0.7,0.005
11,20190105,동북권,도봉구,62.0,41.0,0.028,0.015,0.6,0.005
12,20190105,동북권,강북구,81.0,51.0,0.028,0.017,0.6,0.004
13,20190105,동북권,노원구,76.0,55.0,0.019,0.026,0.7,0.007
14,20190105,서남권,강서구,66.0,34.0,0.019,0.028,0.6,0.006
15,20190105,서남권,구로구,56.0,27.0,0.018,0.027,0.4,0.007
16,20190105,서남권,영등포구,64.0,42.0,0.014,0.026,0.8,0.005
17,20190105,서남권,동작구,62.0,44.0,0.019,0.032,0.6,0.004
18,20190105,서남권,관악구,62.0,40.0,0.018,0.034,0.5,0.006
19,20190105,서남권,금천구,55.0,38.0,0.017,0.032,0.6,0.005
20,20190105,서남권,양천구,65.0,38.0,0.016,0.033,0.7,0.003
21,20190105,동남권,강남구,63.0,49.0,0.014,0.026,0.6,0.006
22,20190105,동남권,서초구,59.0,32.0,0.018,0.031,0.4,0.005
23,20190105,동남권,송파구,69.0,41.0,0.013,0.038,0.7,0.005
24,20190105,동남권,강동구,74.0,58.0,0.012,0.036,0.7,0.005
0,20190106,도심권,중구,44.0,21.0,0.012,0.039,0.6,0.004
1,20190106,도심권,종로구,44.0,19.0,0.012,0.036,0.7,0.005
2,20190106,도심권,용산구,41.0,22.0,0.007,0.041,0.6,0.004
3,20190106,서북권,은평구,43.0,18.0,0.015,0.029,0.7,0.005
4,20190106,서북권,서대문구,48.0,22.0,0.011,0.03,1.0,0.006
5,20190106,서북권,마포구,57.0,22.0,0.01,0.026,0.5,0.004
6,20190106,동북권,광진구,50.0,25.0,0.006,0.039,0.7,0.004
7,20190106,동북권,성동구,63.0,27.0,0.011,0.036,0.6,0.004
8,20190106,동북권,중랑구,43.0,22.0,0.013,0.027,0.6,0.007
9,20190106,동북권,동대문구,47.0,29.0,0.013,0.032,0.7,0.008
10,20190106,동북권,성북구,50.0,19.0,0.012,0.039,0.7,0.005
11,20190106,동북권,도봉구,52.0,24.0,0.014,0.029,0.7,0.005
12,20190106,동북권,강북구,57.0,27.0,0.015,0.029,0.6,0.004
13,20190106,동북권,노원구,54.0,29.0,0.013,0.031,0.6,0.008
14,20190106,서남권,강서구,56.0,21.0,0.014,0.031,0.5,0.006
15,20190106,서남권,구로구,53.0,17.0,0.011,0.035,0.4,0.007
16,20190106,서남권,영등포구,57.0,28.0,0.012,0.026,0.8,0.005
17,20190106,서남권,동작구,51.0,27.0,0.01,0.042,0.6,0.005
18,20190106,서남권,관악구,59.0,27.0,0.01,0.045,0.5,0.006
19,20190106,서남권,금천구,45.0,25.0,0.01,0.041,0.6,0.006
20,20190106,서남권,양천구,53.0,23.0,0.011,0.038,0.6,0.003
21,20190106,동남권,강남구,49.0,30.0,0.007,0.035,0.6,0.006
22,20190106,동남권,서초구,52.0,17.0,0.008,0.042,0.4,0.005
23,20190106,동남권,송파구,58.0,25.0,0.007,0.043,0.7,0.005
24,20190106,동남권,강동구,51.0,29.0,0.007,0.041,0.6,0.005
0,20190107,도심권,중구,49.0,31.0,0.011,0.053,0.9,0.005
1,20190107,도심권,종로구,50.0,30.0,0.009,0.054,1.1,0.005
2,20190107,도심권,용산구,43.0,32.0,0.006,0.052,0.9,0.005
3,20190107,서북권,은평구,48.0,29.0,0.012,0.042,0.9,0.006
4,20190107,서북권,서대문구,52.0,35.0,0.009,0.04,1.3,0.007
5,20190107,서북권,마포구,62.0,37.0,0.007,0.037,0.8,0.004
6,20190107,동북권,광진구,56.0,36.0,0.006,0.051,1.0,0.004
7,20190107,동북권,성동구,63.0,37.0,0.007,0.049,0.9,0.004
8,20190107,동북권,중랑구,47.0,34.0,0.008,0.042,0.8,0.007
9,20190107,동북권,동대문구,52.0,43.0,0.01,0.047,1.0,0.008
10,20190107,동북권,성북구,55.0,31.0,0.009,0.056,1.2,0.005
11,20190107,동북권,도봉구,52.0,35.0,0.013,0.037,0.9,0.005
12,20190107,동북권,강북구,61.0,39.0,0.014,0.037,0.8,0.004
13,20190107,동북권,노원구,57.0,39.0,0.009,0.047,0.9,0.007
14,20190107,서남권,강서구,69.0,38.0,0.009,0.052,0.9,0.008
15,20190107,서남권,구로구,57.0,31.0,0.007,0.048,0.7,0.009
16,20190107,서남권,영등포구,61.0,42.0,0.009,0.038,1.0,0.006
17,20190107,서남권,동작구,53.0,37.0,0.009,0.056,0.8,0.005
18,20190107,서남권,관악구,61.0,40.0,0.007,0.062,0.8,0.006
19,20190107,서남권,금천구,49.0,34.0,0.007,0.053,0.8,0.006
20,20190107,서남권,양천구,64.0,39.0,0.007,0.057,1.0,0.003
21,20190107,동남권,강남구,53.0,43.0,0.006,0.045,0.9,0.007
22,20190107,동남권,서초구,46.0,27.0,0.007,0.045,0.7,0.006
23,20190107,동남권,송파구,57.0,35.0,0.006,0.055,0.9,0.005
24,20190107,동남권,강동구,55.0,40.0,0.006,0.053,0.8,0.005
0,20190108,도심권,중구,38.0,19.0,0.025,0.024,0.5,0.005
1,20190108,도심권,종로구,39.0,17.0,0.021,0.024,0.6,0.005
2,20190108,도심권,용산구,32.0,18.0,0.016,0.028,0.5,0.004
3,20190108,서북권,은평구,44.0,18.0,0.024,0.02,0.7,0.006
4,20190108,서북권,서대문구,43.0,19.0,0.02,0.019,0.8,0.005
5,20190108,서북권,마포구,47.0,20.0,0.016,0.021,0.5,0.004
6,20190108,동북권,광진구,37.0,18.0,0.017,0.024,0.6,0.004
7,20190108,동북권,성동구,46.0,21.0,0.02,0.026,0.5,0.004
8,20190108,동북권,중랑구,31.0,17.0,0.02,0.021,0.5,0.007
9,20190108,동북권,동대문구,33.0,21.0,0.022,0.018,0.6,0.008
10,20190108,동북권,성북구,40.0,13.0,0.022,0.026,0.6,0.005
11,20190108,동북권,도봉구,34.0,14.0,0.027,0.014,0.6,0.005
12,20190108,동북권,강북구,41.0,19.0,0.028,0.014,0.5,0.004
13,20190108,동북권,노원구,38.0,20.0,0.02,0.022,0.5,0.007
14,20190108,서남권,강서구,49.0,21.0,0.02,0.026,0.5,0.006
15,20190108,서남권,구로구,41.0,12.0,0.02,0.025,0.3,0.007
16,20190108,서남권,영등포구,46.0,23.0,0.015,0.025,0.7,0.005
17,20190108,서남권,동작구,42.0,24.0,0.019,0.03,0.5,0.004
18,20190108,서남권,관악구,45.0,21.0,0.019,0.031,0.4,0.006
19,20190108,서남권,금천구,44.0,26.0,0.016,0.03,0.5,0.005
20,20190108,서남권,양천구,47.0,23.0,0.017,0.032,0.6,0.003
21,20190108,동남권,강남구,36.0,23.0,0.016,0.022,0.5,0.006
22,20190108,동남권,서초구,41.0,12.0,0.02,0.027,0.3,0.005
23,20190108,동남권,송파구,47.0,19.0,0.016,0.031,0.5,0.005
24,20190108,동남권,강동구,37.0,21.0,0.016,0.03,0.5,0.005
0,20190109,도심권,중구,46.0,21.0,0.01,0.039,0.6,0.004
1,20190109,도심권,종로구,44.0,19.0,0.01,0.037,0.7,0.005
2,20190109,도심권,용산구,38.0,18.0,0.008,0.037,0.6,0.004
3,20190109,서북권,은평구,53.0,19.0,0.011,0.032,0.7,0.006
4,20190109,서북권,서대문구,52.0,22.0,0.009,0.028,0.9,0.005
5,20190109,서북권,마포구,56.0,21.0,0.007,0.027,0.6,0.004
6,20190109,동북권,광진구,47.0,18.0,0.009,0.031,0.7,0.004
7,20190109,동북권,성동구,59.0,23.0,0.01,0.037,0.6,0.004
8,20190109,동북권,중랑구,41.0,19.0,0.011,0.028,0.6,0.007
9,20190109,동북권,동대문구,43.0,25.0,0.01,0.031,0.7,0.008
10,20190109,동북권,성북구,50.0,17.0,0.01,0.039,0.8,0.005
11,20190109,동북권,도봉구,45.0,18.0,0.012,0.028,0.7,0.004
12,20190109,동북권,강북구,52.0,22.0,0.012,0.029,0.7,0.004
13,20190109,동북권,노원구,50.0,24.0,0.01,0.033,0.6,0.007
14,20190109,서남권,강서구,58.0,22.0,0.008,0.04,0.6,0.006
15,20190109,서남권,구로구,51.0,14.0,0.007,0.034,0.5,0.006
16,20190109,서남권,영등포구,55.0,25.0,0.007,0.027,0.4,0.004
17,20190109,서남권,동작구,50.0,24.0,0.009,0.041,0.6,0.004
18,20190109,서남권,관악구,56.0,24.0,0.007,0.045,0.6,0.006
19,20190109,서남권,금천구,54.0,26.0,0.009,0.039,0.6,0.005
20,20190109,서남권,양천구,54.0,23.0,0.007,0.041,0.7,0.003
21,20190109,동남권,강남구,45.0,26.0,0.007,0.032,0.6,0.006
22,20190109,동남권,서초구,49.0,15.0,0.008,0.033,0.4,0.005
23,20190109,동남권,송파구,59.0,21.0,0.01,0.036,0.6,0.004
24,20190109,동남권,강동구,48.0,22.0,0.01,0.034,0.6,0.004
0,20190110,도심권,중구,51.0,29.0,0.005,0.052,0.7,0.005
1,20190110,도심권,종로구,54.0,29.0,0.004,0.054,0.9,0.005
2,20190110,도심권,용산구,45.0,30.0,0.003,0.051,0.7,0.005
3,20190110,서북권,은평구,54.0,27.0,0.008,0.041,0.8,0.006
4,20190110,서북권,서대문구,54.0,33.0,0.006,0.039,1.0,0.005
5,20190110,서북권,마포구,58.0,31.0,0.005,0.032,0.6,0.004
6,20190110,동북권,광진구,69.0,38.0,0.002,0.052,1.1,0.004
7,20190110,동북권,성동구,69.0,37.0,0.003,0.053,0.8,0.005
8,20190110,동북권,중랑구,57.0,34.0,0.005,0.042,0.8,0.008
9,20190110,동북권,동대문구,57.0,42.0,0.005,0.049,0.9,0.009
10,20190110,동북권,성북구,59.0,26.0,0.005,0.055,1.0,0.005
11,20190110,동북권,도봉구,55.0,33.0,0.008,0.036,0.8,0.005
12,20190110,동북권,강북구,65.0,37.0,0.008,0.042,0.7,0.004
13,20190110,동북권,노원구,64.0,40.0,0.006,0.047,0.8,0.008
14,20190110,서남권,강서구,64.0,31.0,0.005,0.049,0.7,0.006
15,20190110,서남권,구로구,55.0,25.0,0.002,0.042,0.4,0.005
16,20190110,서남권,영등포구,58.0,37.0,0.007,0.033,0.5,0.004
17,20190110,서남권,동작구,49.0,30.0,0.006,0.048,0.6,0.004
18,20190110,서남권,관악구,58.0,35.0,0.005,0.053,0.6,0.006
19,20190110,서남권,금천구,55.0,34.0,0.005,0.048,0.7,0.006
20,20190110,서남권,양천구,58.0,32.0,0.004,0.05,0.7,0.003
21,20190110,동남권,강남구,57.0,41.0,0.003,0.045,0.8,0.007
22,20190110,동남권,서초구,48.0,22.0,0.004,0.044,0.4,0.005
23,20190110,동남권,송파구,68.0,35.0,0.003,0.056,0.8,0.005
24,20190110,동남권,강동구,66.0,41.0,0.003,0.053,0.7,0.005
0,20190111,도심권,중구,68.0,47.0,0.004,0.06,1.0,0.006
1,20190111,도심권,종로구,70.0,46.0,0.005,0.058,1.1,0.005
2,20190111,도심권,용산구,64.0,53.0,0.004,0.055,0.9,0.005
3,20190111,서북권,은평구,71.0,48.0,0.007,0.047,1.0,0.006
4,20190111,서북권,서대문구,73.0,55.0,0.005,0.043,1.4,0.006
5,20190111,서북권,마포구,88.0,60.0,0.004,0.04,0.9,0.004
6,20190111,동북권,광진구,71.0,51.0,0.004,0.049,1.1,0.004
7,20190111,동북권,성동구,81.0,57.0,0.006,0.052,0.9,0.005
8,20190111,동북권,중랑구,61.0,45.0,0.007,0.04,0.8,0.008
9,20190111,동북권,동대문구,69.0,55.0,0.004,0.044,1.0,0.009
10,20190111,동북권,성북구,66.0,41.0,0.005,0.06,1.2,0.005
11,20190111,동북권,도봉구,68.0,50.0,0.006,0.043,1.0,0.005
12,20190111,동북권,강북구,80.0,51.0,0.006,0.046,0.9,0.005
13,20190111,동북권,노원구,70.0,49.0,0.006,0.053,0.9,0.008
14,20190111,서남권,강서구,98.0,59.0,0.003,0.063,1.0,0.007
15,20190111,서남권,구로구,88.0,56.0,0.002,0.05,0.7,0.007
16,20190111,서남권,영등포구,87.0,67.0,0.006,0.04,0.7,0.004
17,20190111,서남권,동작구,81.0,61.0,0.005,0.06,0.9,0.005
18,20190111,서남권,관악구,92.0,67.0,0.004,0.064,0.9,0.006
19,20190111,서남권,금천구,89.0,65.0,0.004,0.058,1.0,0.006
20,20190111,서남권,양천구,95.0,64.0,0.003,0.062,1.0,0.004
21,20190111,동남권,강남구,74.0,62.0,0.004,0.048,0.9,0.007
22,20190111,동남권,서초구,75.0,49.0,0.004,0.044,0.7,0.005
23,20190111,동남권,송파구,80.0,56.0,0.004,0.056,0.9,0.005
24,20190111,동남권,강동구,73.0,55.0,0.005,0.054,0.8,0.005
0,20190112,도심권,중구,90.0,64.0,0.011,0.058,1.0,0.005
1,20190112,도심권,종로구,93.0,64.0,0.01,0.058,1.1,0.005
2,20190112,도심권,용산구,86.0,72.0,0.006,0.058,1.0,0.005
3,20190112,서북권,은평구,84.0,59.0,0.013,0.044,1.0,0.006
4,20190112,서북권,서대문구,90.0,71.0,0.01,0.043,1.5,0.007
5,20190112,서북권,마포구,103.0,70.0,0.008,0.037,0.9,0.004
6,20190112,동북권,광진구,87.0,62.0,0.006,0.051,1.2,0.005
7,20190112,동북권,성동구,103.0,72.0,0.008,0.057,0.9,0.004
8,20190112,동북권,중랑구,83.0,67.0,0.008,0.045,0.9,0.008
9,20190112,동북권,동대문구,98.0,84.0,0.01,0.054,1.1,0.009
10,20190112,동북권,성북구,93.0,59.0,0.01,0.058,1.3,0.005
11,20190112,동북권,도봉구,95.0,70.0,0.014,0.038,1.1,0.006
12,20190112,동북권,강북구,104.0,72.0,0.014,0.044,1.0,0.005
13,20190112,동북권,노원구,101.0,77.0,0.009,0.055,1.1,0.009
14,20190112,서남권,강서구,116.0,66.0,0.011,0.053,0.9,0.007
15,20190112,서남권,구로구,98.0,62.0,0.008,0.048,0.7,0.007
16,20190112,서남권,영등포구,99.0,77.0,0.008,0.04,0.7,0.004
17,20190112,서남권,동작구,98.0,76.0,0.01,0.066,1.0,0.005
18,20190112,서남권,관악구,105.0,76.0,0.008,0.067,1.0,0.006
19,20190112,서남권,금천구,104.0,76.0,0.007,0.067,1.1,0.007
20,20190112,서남권,양천구,113.0,75.0,0.008,0.057,1.0,0.004
21,20190112,동남권,강남구,86.0,75.0,0.008,0.046,0.8,0.007
22,20190112,동남권,서초구,99.0,64.0,0.008,0.049,0.8,0.005
23,20190112,동남권,송파구,90.0,62.0,0.006,0.064,1.0,0.007
24,20190112,동남권,강동구,87.0,70.0,0.007,0.055,0.8,0.005
0,20190113,도심권,중구,104.0,70.0,0.019,0.05,1.1,0.006
1,20190113,도심권,종로구,102.0,67.0,0.016,0.05,1.2,0.005
2,20190113,도심권,용산구,101.0,79.0,0.012,0.051,1.1,0.005
3,20190113,서북권,은평구,101.0,65.0,0.021,0.036,1.3,0.007
4,20190113,서북권,서대문구,107.0,81.0,0.017,0.037,1.6,0.007
5,20190113,서북권,마포구,120.0,83.0,0.013,0.034,1.0,0.004
6,20190113,동북권,광진구,101.0,73.0,0.009,0.05,1.4,0.005
7,20190113,동북권,성동구,114.0,81.0,0.014,0.052,1.1,0.005
8,20190113,동북권,중랑구,100.0,75.0,0.011,0.043,1.0,0.007
9,20190113,동북권,동대문구,110.0,91.0,0.014,0.047,1.2,0.009
10,20190113,동북권,성북구,109.0,70.0,0.012,0.057,1.4,0.005
11,20190113,동북권,도봉구,107.0,75.0,0.021,0.034,1.3,0.006
12,20190113,동북권,강북구,128.0,83.0,0.022,0.037,1.1,0.005
13,20190113,동북권,노원구,114.0,83.0,0.01,0.054,1.3,0.008
14,20190113,서남권,강서구,138.0,82.0,0.016,0.048,1.1,0.008
15,20190113,서남권,구로구,117.0,76.0,0.013,0.045,0.8,0.007
16,20190113,서남권,영등포구,114.0,89.0,0.012,0.036,0.7,0.004
17,20190113,서남권,동작구,118.0,90.0,0.013,0.058,1.1,0.005
18,20190113,서남권,관악구,122.0,87.0,0.011,0.061,1.1,0.006
19,20190113,서남권,금천구,116.0,85.0,0.012,0.056,1.1,0.006
20,20190113,서남권,양천구,135.0,91.0,0.014,0.053,1.2,0.004
21,20190113,동남권,강남구,105.0,88.0,0.012,0.042,1.0,0.007
22,20190113,동남권,서초구,109.0,73.0,0.013,0.051,0.9,0.006
23,20190113,동남권,송파구,105.0,72.0,0.009,0.062,1.2,0.007
24,20190113,동남권,강동구,102.0,80.0,0.01,0.053,1.0,0.005
0,20190114,도심권,중구,156.0,114.0,0.004,0.074,1.5,0.006
1,20190114,도심권,종로구,158.0,112.0,0.005,0.072,1.7,0.005
2,20190114,도심권,용산구,151.0,124.0,0.003,0.071,1.5,0.005
3,20190114,서북권,은평구,145.0,109.0,0.014,0.048,1.5,0.007
4,20190114,서북권,서대문구,154.0,132.0,0.007,0.052,1.9,0.007
5,20190114,서북권,마포구,170.0,129.0,0.004,0.049,1.4,0.004
6,20190114,동북권,광진구,153.0,118.0,0.004,0.061,1.7,0.005
7,20190114,동북권,성동구,169.0,133.0,0.005,0.071,1.5,0.005
8,20190114,동북권,중랑구,157.0,122.0,0.007,0.049,1.2,0.007
9,20190114,동북권,동대문구,168.0,147.0,0.005,0.063,1.4,0.009
10,20190114,동북권,성북구,163.0,120.0,0.004,0.073,1.8,0.005
11,20190114,동북권,도봉구,153.0,119.0,0.008,0.049,1.5,0.006
12,20190114,동북권,강북구,192.0,134.0,0.012,0.048,1.3,0.004
13,20190114,동북권,노원구,177.0,137.0,0.005,0.067,1.5,0.008
14,20190114,서남권,강서구,198.0,129.0,0.004,0.076,1.6,0.009
15,20190114,서남권,구로구,162.0,122.0,0.003,0.063,1.1,0.008
16,20190114,서남권,영등포구,161.0,138.0,0.007,0.049,0.9,0.004
17,20190114,서남권,동작구,170.0,138.0,0.005,0.074,1.4,0.005
18,20190114,서남권,관악구,167.0,134.0,0.004,0.076,1.4,0.007
19,20190114,서남권,금천구,160.0,123.0,0.006,0.066,1.3,0.006
20,20190114,서남권,양천구,197.0,139.0,0.003,0.08,1.6,0.003
21,20190114,동남권,강남구,166.0,146.0,0.003,0.061,1.4,0.007
22,20190114,동남권,서초구,157.0,119.0,0.003,0.06,1.1,0.006
23,20190114,동남권,송파구,157.0,124.0,0.004,0.076,1.5,0.007
24,20190114,동남권,강동구,159.0,126.0,0.004,0.068,1.3,0.006
0,20190115,도심권,중구,128.0,80.0,0.025,0.031,0.9,0.005
1,20190115,도심권,종로구,130.0,79.0,0.022,0.03,1.0,0.004
2,20190115,도심권,용산구,123.0,86.0,0.018,0.032,0.9,0.005
3,20190115,서북권,은평구,141.0,89.0,0.021,0.027,1.2,0.006
4,20190115,서북권,서대문구,142.0,104.0,0.019,0.024,1.2,0.004
5,20190115,서북권,마포구,159.0,98.0,0.013,0.025,0.9,0.004
6,20190115,동북권,광진구,132.0,87.0,0.016,0.032,1.3,0.005
7,20190115,동북권,성동구,159.0,108.0,0.023,0.031,0.9,0.005
8,20190115,동북권,중랑구,124.0,83.0,0.021,0.028,0.8,0.008
9,20190115,동북권,동대문구,133.0,98.0,0.025,0.019,1.0,0.008
10,20190115,동북권,성북구,132.0,81.0,0.023,0.03,1.1,0.005
11,20190115,동북권,도봉구,123.0,76.0,0.031,0.014,1.0,0.006
12,20190115,동북권,강북구,148.0,91.0,0.032,0.017,0.8,0.005
13,20190115,동북권,노원구,141.0,92.0,0.018,0.032,0.9,0.007
14,20190115,서남권,강서구,172.0,98.0,0.017,0.038,1.0,0.006
